xmltv_id,display_name,category,source_id,source_display_name,match_method,programme_count
00sReplay.us@SD,00s Replay,fast,00sReplay.pluto,PLUTO - 00s Replay,normalized-base-id,12
48Hours.us@US,48 Hours,fast,48Hours.pluto,PLUTO - 48 Hours,normalized-base-id,20
50CentAction.us@SD,50 Cent Action,fast,50CentAction.us,50 Cent Action,base-id,46
70sCinema.us@SD,70s Cinema,fast,70sCinema.pluto,PLUTO - 70s Cinema,normalized-base-id,13
80sRewind.us@SD,80s Rewind,fast,80sRewind.pluto,PLUTO - 80s Rewind,normalized-base-id,14
90sKidsTV2.us@SD,90s Kids TV 2,fast,90sKidsTV2.pluto,PLUTO - 90s Kids TV 2,normalized-base-id,38
90sThrowback.us@SD,90s Throwback,fast,90sThrowback.pluto,PLUTO - 90s Throwback,normalized-base-id,13
ABC.us@East,ABC,local,ABCEast_WABC.us,ABC East WABC,regional-feed-id,93
ABC.us@KAAL,ABC 6 Austin TX (KAAL),local,ABCKAAL.us,ABC KAAL Rochester MN,base-feed-id,97
ABC.us@KATC,KATC 3.1,local,ABCKATC.us,ABC KATC Lafayette LA,base-feed-id,104
ABC.us@KEROTV,ABC 23 Bakersfield CA (KERO),local,ABCKERO.us,ABC KERO Bakersfield CA,base-feed-id,103
ABC.us@KGTV,ABC 10 San Diego CA (KGTV),local,ABCKGTV.us,ABC KGTV San Diego CA,base-feed-id,104
ABC.us@KGUNTV,ABC 9 Tucson AZ (KGUN),local,ABCKGUN.us,ABC KGUN Tucson AZ,base-feed-id,115
ABC.us@KITV,KITV 4 Island News,local,ABCKITV.us,ABC KITV Honolulu HI,base-feed-id,107
ABC.us@KMGHTV,ABC 7 Denver CO (KMGH),local,ABCKMGH.us,ABC KMGH Denver CO,base-feed-id,119
ABC.us@KOATTV,ABC 7 Albuquerque NM (KOAT),local,ABCKOAT.us,ABC KOAT Albuquerque NM,base-feed-id,96
ABC.us@KRGVTV,ABC 5,local,ABCKRGV.us,ABC KRGV McAllen Harlingen Brownsville Weslaco TX,base-feed-id,106
ABC.us@KSTPTV,ABC 5 St. Paul MN (KSTP),local,ABCKSTP.us,ABC KSTP Minneapolis Saint Paul MN,base-feed-id,102
ABC.us@KXXV,ABC 25 News Central Texas,local,ABCKXXV.us,ABC KXXV Waco Bryan TX,base-feed-id,105
ABC.us@WBBJTV,WBBJ (Jackson TN),local,ABCWBBJ.us,ABC WBBJ Memphis Jackson TN,base-feed-id,104
ABC.us@WBRZTV,WBRZ Weather Channel Baton Rouge LA,local,ABCWBRZ.us,ABC WBRZ Baton Rouge LA,base-feed-id,93
ABC.us@WDIODT,ABC 10 Duluth MN (WDIO),local,ABCWDIO.us,ABC WDIO Duluth MN,base-feed-id,82
ABC.us@West,ABC West,local,ABCWest_KABC.us,ABC West KABC,regional-feed-id,103
ABC.us@WFTV,ABC 9 Orlando FL (WFTV),local,ABCWFTV.us,ABC WFTV Orlando FL,base-feed-id,115
ABC.us@WISNTV,ABC 12 Milwaukee WI (WISN),local,ABCWISN.us,ABC WISN Milwaukee WI,base-feed-id,100
ABC.us@WJLATV,ABC 7 Washington DC (WJLA),local,ABCWJLA.us,ABC WJLA Washington DC,base-feed-id,106
ABC.us@WLOS,ABC 13 Asheville NC (WLOS),local,ABCWLOS.us,ABC WLOS Asheville NC,base-feed-id,117
ABC.us@WMARTV,ABC 2 Baltimore MD (WMAR),local,ABCWMAR.us,ABC WMAR Baltimore MD,base-feed-id,123
ABC.us@WMURTV,ABC 9 Manchester NH (WMUR-TV),local,ABCWMUR.us,ABC WMUR Manchester NH,base-feed-id,99
ABC.us@WPDETV,ABC 15 Myrtle Beach FL (WPDE),local,ABCWPDE.us,ABC WPDE Florence SC,base-feed-id,99
ABC.us@WSOCTV,WSOC-DT1,fast,ABCWSOC.us,ABC WSOC Charlotte NC,base-feed-id,113
ABC.us@WSYX,ABC 6 Columbus OH (WSYX),local,ABCWSYX.us,ABC WSYX Columbus OH,base-feed-id,106
ABC.us@WTNH,WTNH-DT1,local,ABCWTNH.us,ABC WTNH New Haven Hartford CT,base-feed-id,108
ABC.us@WTVQDT,WTVQ ABC 36 News (Lexington KY),local,ABCWTVQ.us,ABC WTVQ Lexington KY,base-feed-id,116
ABC.us@WTXLTV,ABC 27 Tallahassee FL (WTXL),local,ABCWTXL.us,ABC WTXL Tallahassee FL,base-feed-id,114
ABC.us@WWAY,ABC WWAY 3,local,ABCWWAY.us,ABC WWAY Wilmington,base-feed-id,111
AcapulcoShore.us@US,Acapulco Shore,fast,AcapulcoShore.pluto,PLUTO - Acapulco Shore,normalized-base-id,20
ACCDigitalNetwork.us@SD,ACCDN,fast,ACCDigitalNetwork.us,ACC Digital Network,base-id,31
ACCNetwork.us@SD,ACC Network,sports,ACCNetwork.us,ACC Network,base-id,148
AceTV.us@SD,Ace TV,local,ACEtv.us,ACE TV,base-id,96
AKCTV.us@SD,AKC TV,local,ACKTV.us,AKC TV,playlist-name,11
ALLBLKGems.us@SD,ALLBLK Gems,fast,ALLBLKGems.us,ALLBLK Gems,base-id,107
AllRealitybyWEtv.us@SD,All Reality WE tv,fast,AllRealityWEtv.us,All Reality WE tv,playlist-name,98
AMC.us@East,AMC East,main,AMC.us,AMC,base-id,103
AMC.us@EastHD,AMC,main,AMC.us,AMC,base-id,103
AMGTV.us@SD,AMG TV,local,AMGTV.us,AMG TV,base-id,101
AngerManagementChannel.us@SD,Anger Management Channel,local,AngerManagement.us,Anger Management,metadata-name,197
AnimationPlus.us@SD,Animation+,fast,Animation+.us,Animation+,normalized-base-id,160
AnimexHIDIVE.us@SD,ANIME x HIDIVE,fast,ANIMExHIDIVE.pluto,PLUTO - ANIME x HIDIVE,normalized-base-id,39
AntiquesRoadshowUK.us@SD,Antiques Roadshow UK,fast,AntiquesRoadshowUK.us,Antiques Roadshow UK,base-id,82
AntiquesRoadTrip.us@SD,PBS Antiques Road Trip,fast,AntiquesRoadTrip.pluto,PLUTO - Antiques Road Trip,normalized-base-id,21
AreWeThereYet.us@SD,Are We There Yet?,local,AreWeThereYet?.us,Are We There Yet?,normalized-base-id,187
AsianCrush.us@SD,AsianCrush,local,AsianCrush.us,AsianCrush,base-id,65
AtHomewithFamilyHandyman.us@SD,At Home with Family Handyman,fast,AtHomewithFamilyHandyman.us,At Home with Family Handyman,base-id,110
AWE.us@SD,AWE,local,AWE.us,AWE,base-id,144
AWEPlus.us@SD,AWE Plus,local,AWEPlus.us,AWE Plus,base-id,127
AXSTV.us@SD,AXS TV,local,AXSTV.us,AXS TV,base-id,125
BabyFirst.us@US,BabyFirst,local,BabyFirst.us,BabyFirst,base-id,167
BabySharkTV.us@SD,Baby Shark TV,fast,BabySharkTV.pluto,PLUTO - Baby Shark TV,normalized-base-id,34
BarRescue.us@SD,Bar Rescue,fast,BarRescue.pluto,PLUTO - Bar Rescue,normalized-base-id,21
BBCAmerica.us@East,BBC America,main,BBCAmerica.us,BBC America,base-id,110
BBCEarth.uk@US,BBC Earth,fast,BBCEarth.us,BBC Earth,playlist-name,84
BBCHomeGarden.us@SD,BBC Home & Garden,fast,BBCHomAndGarden.us,BBC Home & Garden,playlist-name,22
beINSPORTSXTRA.us@SD,beIN SPORTS XTRA,fast,beINSportsXtra.us,beIN Sports Xtra,base-id,84
BellatorMMA.us@SD,Bellator MMA,fast,BellatorMMA.pluto,PLUTO - Bellator MMA,normalized-base-id,15
BestofDrPhil.us@SD,Best of Dr. Phil,fast,BestofDr.Phil.pluto,PHIL - Best of Dr. Phil,normalized-base-id,22
BETCinema.us@SD,BET Cinema,fast,BETCinema.pluto,PLUTO - BET Cinema,normalized-base-id,12
BETComedyMovies.us@SD,BET Comedy Movies,fast,BETComedyMovies.pluto,PLUTO - BET Comedy Movies,normalized-base-id,12
BETPlutoTV.us@US,BET Pluto TV,fast,BETPlutoTV.pluto,PLUTO - BET Pluto TV,normalized-base-id,24
BETThrowbacks.us@SD,BET Throwbacks,fast,BETThrowbacks.pluto,PLUTO - BET Throwbacks,normalized-base-id,39
BETVisionaries.us@SD,BET Visionaries,fast,BETVisionaries.pluto,PLUTO - BET Visionaries,normalized-base-id,13
BeverlyHillbillies.us@US,Beverly Hillbillies,fast,BeverlyHillbillies.pluto,PLUTO - Beverly Hillbillies,normalized-base-id,39
BeverlyHills90210.us@SD,Beverly Hills 90210,fast,BeverlyHills90210.pluto,PLUTO - Beverly Hills 90210,normalized-base-id,20
BeyondtheGates.us@SD,Beyond the Gates,fast,BeyondtheGates.pluto,PLUTO - Beyond the Gates,normalized-base-id,27
BigBrother.us@SD,Big Brother,fast,BigBrother.pluto,PLUTO - Big Brother,normalized-base-id,19
BigTenNetwork.us@SD,Big Ten Network,sports,BigTen.us,Big Ten Network,playlist-name,149
BilliardTV.us@SD,Billiard TV,fast,BilliardTV.us,Billiard TV,base-id,62
BlackFamilySitcoms.us@SD,Black Family Sitcoms,fast,BlackFamilySitcoms.pluto,PLUTO - Black Family Sitcoms,normalized-base-id,39
BlackInkCrew.us@SD,Black Ink Crew,fast,BlackInkCrew.pluto,PLUTO - Black Ink Crew,normalized-base-id,21
BlazeLive.us@SD,Blaze Live,fast,BlazeLive.pluto,PLUTO - Blaze Live,normalized-base-id,15
BloombergOriginals.us@SD,Bloomberg Originals,local,BloombergOriginals.us,Bloomberg Originals,base-id,119
BloombergOriginals.us@US,Bloomberg Originals,fast,BloombergOriginals.us,Bloomberg Originals,base-id,119
BlueBloods.us@SD,Blue Bloods,fast,BlueBloods.pluto,PLUTO - Blue Bloods,normalized-base-id,21
Bonanza.us@SD,Bonanza,fast,Bonanza.pluto,PLUTO - Bonanza,normalized-base-id,21
bonappetit.us@SD,bon appétit,fast,BonAppetit.us,Bon Appetit,base-id,85
BounceXL.us@SD,Bounce XL,fast,BounceXL.us,Bounce XL,base-id,110
BratTV.us@SD,Brat TV,fast,BratTV.us,Brat TV,base-id,129
Bravo.us@East,Bravo,main,Bravo.us,Bravo,base-id,146
BritBoxMysteries.us@SD,BritBox Mysteries,fast,BritBoxMysteries.pluto,PLUTO - BritBox Mysteries,normalized-base-id,23
Buzzr.us@SD,Buzzr,fast,BUZZR.us,BUZZR,base-id,150
BYUTV.us@SD,BYUtv,fast,BYUtv.us,BYU Brigham Young University TV,base-id,107
CarChase.us@SD,Car Chase,fast,CarChase.us,Car Chase,base-id,85
CatholicTV.us@SD,Catholic TV,local,CatholicTV.us,Catholic TV,base-id,164
CBNNews.us@SD,CBN News Channel,local,CBNNews.us,CBN News,base-id,139
CBS.us@East,CBS,local,CBSEast_WCBS.us,CBS East WCBS,regional-feed-id,119
CBS.us@KCCI,CBS 8 Des Moines IA (KCCI),local,CBSKCCI.us,CBS KCCI Des Moines-Ames IA,base-feed-id,101
CBS.us@KDBCTV,CBS 4 El Paso TX (KDBC),local,CBSKDBC.us,CBS KDBC El Paso TX,base-feed-id,103
CBS.us@KEYETV,CBS 42 Austin TX (KEYE),local,CBSKEYE.us,CBS KEYE Austin TX,base-feed-id,105
CBS.us@KIROTV,KIRO-DT1,local,CBSKIRO.us,CBS KIRO Seatle Tacoma WA,base-feed-id,112
CBS.us@KMTVTV,CBS 3 Omaha NE (KMTV),local,CBSKMTV.us,CBS KMTV Omaha NE,base-feed-id,104
CBS.us@KUTV,CBS 2 Salt Lake City UT (KUTV),local,CBSKUTV.us,CBS KUTV Salt Lake City UT,base-feed-id,112
CBS.us@KWTVDT,CBS 9 Oklahoma City OK (KWTV-DT1),local,CBSKWTV.us,CBS KWTV Oklahoma City OK,base-feed-id,100
CBS.us@KZTV,KZTV-DT1,local,CBSKZTV.us,CBS KZTV Corpus Christi TX,base-feed-id,105
CBS.us@WCBITV,WCBI (Columbus MI),local,CBSWCBI.us,CBS WCBI Columbus MS,base-feed-id,106
CBS.us@WDEFTV,WDEF-TV News Chattanooga TN,local,CBSWDEF.us,CBS WDEF Chattanooga TN,base-feed-id,112
CBS.us@WHIOTV,WHIO-DT1,local,CBSWHIO.us,CBS WHIO Dayton OH,base-feed-id,115
CBS.us@WJAXTV,WJAX-DT1,local,CBSWJAX.us,CBS WJAX Jacksonville FL,base-feed-id,115
CBS.us@WKRCTV,CBS 12 Cincinnati OH (WKRC),local,CBSWKRC.us,CBS WKRC Cincinnati OH,base-feed-id,98
CBS.us@WPEC,CBS 12 West Palm Beach FL (WPEC),local,CBSWPEC.us,CBS WPEC West Palm Beach FL,base-feed-id,115
CBS.us@WTVRTV,CBS 6 Richmond VA (WTVR),local,CBSWTVR.us,CBS WTVR Richmond VA,base-feed-id,105
CBS.us@WWMT,CBS 3 Kalamazoo MI (WWMT),local,CBSWWMT.us,CBS WWMT Grand Rapids Kalamazoo MI,base-feed-id,104
CBSenespanol.us@SD,CBS en español,fast,CBSenespañol.pluto,PLUTO - CBS en español,normalized-base-id,21
CBSNews247.us@SD,CBS News 24/7,fast,CBSNews24/7.pluto,PLUTO - CBS News 24/7,normalized-base-id,22
CBSNewsBaltimore.us@SD,CBS News Baltimore,fast,CBSNewsBaltimore.pluto,PLUTO - CBS News Baltimore,normalized-base-id,23
CBSNewsBayArea.us@SD,CBS News Bay Area,fast,CBSNewsBayArea.us,CBS News Bay Area,base-id,117
CBSNewsBoston.us@SD,CBS News Boston,fast,CBSNewsBoston.pluto,PLUTO - CBS News Boston,normalized-base-id,22
CBSNewsChicago.us@SD,CBS News Chicago,fast,CBSNewsChicago.pluto,PLUTO - CBS News Chicago,normalized-base-id,22
CBSNewsColorado.us@SD,CBS News Colorado,fast,CBSNewsColorado.pluto,PLUTO - CBS News Colorado,normalized-base-id,23
CBSNewsDetroit.us@SD,CBS News Detroit,fast,CBSNewsDetroit.pluto,PLUTO - CBS News Detroit,normalized-base-id,27
CBSNewsLosAngeles.us@SD,CBS News Los Angeles,fast,CBSNewsLosAngeles.pluto,PLUTO - CBS News Los Angeles,normalized-base-id,28
CBSNewsMiami.us@SD,CBS News Miami,fast,CBSNewsMiami.pluto,PLUTO - CBS News Miami,normalized-base-id,27
CBSNewsMinnesota.us@SD,CBS News Minnesota,fast,CBSNewsMinnesota.pluto,PLUTO - CBS News Minnesota,normalized-base-id,23
CBSNewsNewYork.us@SD,CBS News New York,fast,CBSNewsNewYork.pluto,PLUTO - CBS News New York,normalized-base-id,21
CBSNewsPittsburgh.us@SD,CBS News Pittsburgh,fast,CBSNewsPittsburgh.us,CBS News Pittsburgh,base-id,120
CBSNewsSacramento.us@SD,CBS News Sacramento,fast,CBSNewsSacramento.pluto,PLUTO - CBS News Sacramento,normalized-base-id,20
CBSSportsGolazoNetwork.us@SD,CBS Sports Golazo Network,sports,CBSSportsGolazoNetwork.us,CBS Sports Golazo Network,base-id,97
CBSSportsHQ.us@SD,CBS Sports HQ,fast,CBSSportsHQ.us,CBS Sports HQ,base-id,25
Charge.us@SD,Charge!,local,Charge!.us,Charge!,normalized-base-id,106
CheersPlusFrasier.us@SD,Cheers + Frasier,fast,Cheers+Frasier.pluto,PLUTO - Cheers + Frasier,normalized-base-id,39
Choppertown.us@SD,Choppertown,fast,Choppertown.us,Choppertown,base-id,192
CineAdrenalina.us@SD,Cine adrenalina,fast,Cineadrenalina.pluto,PLUTO - Cine adrenalina,normalized-base-id,12
CineAmor.us@SD,Cine Amor,fast,CineAmor.pluto,PLUTO - Cine Amor,normalized-base-id,14
Cineaventura.us@SD,Cine aventura,fast,Cineaventura.pluto,PLUTO - Cine aventura,normalized-base-id,12
Cineenespanol.us@SD,Cine en español,fast,Cineenespañol.pluto,PLUTO - Cine en español,normalized-base-id,12
CinemaxClassics.us@East,Cinemax Classics,local,CinemaxClassics.us,Cinemax Classics,base-id,51
CinemaxHits.us@East,Cinemax Hits,local,CinemaxHits.us,Cinemax Hits,base-id,47
CinePremiere.us@SD,Cine Premiere,fast,CinePremiere.pluto,PLUTO - Cine Premiere,normalized-base-id,12
CineSony.us@SD,Cine Sony,local,CineSONY.us,CINE SONY,base-id,50
CineTerror.us@US,Cine terror,fast,Cineterror.pluto,PLUTO - Cine terror,normalized-base-id,12
CinevaultWesterns.us@SD,Cinevault Westerns,fast,CINEVAULTWesterns.us,CINEVAULT Westerns,base-id,53
Classica.us@SD,Classica,fast,Classica.pluto,PLUTO - Classica,normalized-base-id,17
ClassicCinema.us@SD,Classic Cinema,local,ClassicCinema.us,Classic Cinema,base-id,37
ClassicMoviesChannel.us@SD,Classic Movies Channel,fast,ClassicMoviesChannel.pluto,PLUTO - Classic Movies Channel,normalized-base-id,12
ClassicMovieWesterns.us@SD,Classic Movie Westerns,fast,ClassicMovieWesterns.pluto,PLUTO - Classic Movie Westerns,normalized-base-id,14
ClassicTVComedy.us@SD,Classic TV Comedy,fast,ClassicTVComedy.pluto,PLUTO - Classic TV Comedy,normalized-base-id,38
ClassicTVCrimeDrama.us@SD,Classic TV Crime Drama,fast,ClassicTVCrimeDrama.pluto,PLUTO - Classic TV Crime Drama,normalized-base-id,21
ClassicTVDrama.us@SD,Classic TV Drama,fast,ClassicTVDrama.pluto,PLUTO - Classic TV Drama,normalized-base-id,21
ClassicTVFamilies.us@US,Classic TV: Families,fast,ClassicTV:Families.pluto,PLUTO - Classic TV: Families,normalized-base-id,39
CMT.us@East,CMT,main,CMT.us,CMT,base-id,238
CMTEqualPlay.us@SD,CMT Equal Play,fast,CMTEqualPlay.pluto,PLUTO - CMT Equal Play,normalized-base-id,21
CNBC.us@SD,CNBC,main,CNBC.us,CNBC,base-id,144
ComedyCentral.us@East,Comedy Central,main,ComedyCentral.us,Comedy Central,base-id,284
ComedyCentralenEspanol.us@SD,Comedy Central en español,fast,ComedyCentralenespañol.pluto,PLUTO - Comedy Central en español,normalized-base-id,24
ComedyCentralPlutoTV.us@US,Comedy Central Pluto TV,fast,ComedyCentralPlutoTV.pluto,PLUTO - Comedy Central Pluto TV,normalized-base-id,38
ComedyDynamics.us@SD,Comedy Dynamics,fast,ComedyDynamics.us,Comedy Dynamics,base-id,70
Comet.us@SD,Comet,local,Comet.us,Comet,base-id,89
Cops.us@SD,Cops,fast,COPS.pluto,PLUTO - COPS,normalized-base-id,39
CornerstoneTV.us@SD,Cornerstone TV,local,CornerstoneTV.us,Cornerstone TV,base-id,155
CourtTV.us@SD,Court TV,fast,CourtTV.us,Court TV,base-id,91
CrimenesImperfectos.us@SD,Crímenes imperfectos,fast,Crímenesimperfectos.pluto,PLUTO - Crímenes imperfectos,normalized-base-id,39
CrimePlusInvestigation.us@SD,Crime + Investigation,local,CrimeandInvestigationNetwork.us,CRIME + INVESTIGATION,playlist-name,96
Crunchyroll.us@SD,Crunchyroll,fast,Crunchyroll.us,Crunchyroll,base-id,169
CSI.us@SD,CSI,fast,CSI.pluto,PLUTO - CSI,normalized-base-id,21
CSIenespanol.us@SD,CSI en Español,fast,CSIenEspañol.pluto,PLUTO - CSI en Español,normalized-base-id,21
CSIMiami.us@SD,CSI: Miami,fast,CSI:Miami.pluto,PLUTO - CSI: Miami,normalized-base-id,21
CSIMiamienespanol.us@SD,CSI: Miami en español,fast,CSI:Miamienespañol.pluto,PLUTO - CSI: Miami en español,normalized-base-id,21
CSINY.us@SD,CSI: NY,fast,CSI:NY.pluto,PLUTO - CSI: NY,normalized-base-id,21
CSINYenespanol.us@SD,CSI: NY en español,fast,CSI:NYenespañol.pluto,PLUTO - CSI: NY en español,normalized-base-id,21
CTN.us@SD,CTN,local,CTN.us,CTN,base-id,143
CuriosityNOW.de@EN,Curiosity Now,local,CuriosityNOW.us,Curiosity NOW,playlist-name,125
DangerTV.us@SD,DangerTV,fast,DangerTV.us,Danger TV,base-id,115
Dateline247.us@SD,Dateline 24/7,fast,Dateline24/7.pluto,PLUTO - Dateline 24/7,normalized-base-id,18
DatingDisasters.us@SD,Dating Disasters,fast,DatingDisasters.pluto,PLUTO - Dating Disasters,normalized-base-id,21
DCCMakingtheTeam.us@SD,DCC: Making the Team,fast,DCC:MakingtheTeam.pluto,PLUTO - DCC: Making the Team,normalized-base-id,28
DealorNoDeal.us@SD,Deal or No Deal,fast,DealorNoDeal.us,Deal or No Deal,base-id,130
Degrassi.us@US,Degrassi,fast,Degrassi.pluto,PLUTO - Degrassi,normalized-base-id,39
DisneyChannel.us@East,Disney Channel,main,DisneyChannel.us,Disney Channel,base-id,286
DisneyJunior.us@East,Disney Junior,main,DisneyJunior.us,Disney Junior,base-id,363
DisneyXD.us@East,Disney XD,main,DisneyXD.us,Disney XD,base-id,316
DoctorWhoClassic.us@US,BBC Doctor Who Classic,fast,DoctorWhoClassic.pluto,PLUTO - Doctor Who Classic,normalized-base-id,41
DocumentaryPlus.us@US,Documentary+,fast,Documentary+.us,Documentary+,normalized-base-id,70
DogtheBountyHunter.us@US,Dog the Bounty Hunter,fast,DogtheBountyHunter.pluto,PLUTO - Dog the Bounty Hunter,normalized-base-id,32
DoveChannel.us@SD,Dove Channel,fast,DoveChannel.us,Dove Channel,base-id,54
DraftKingsNetwork.us@SD,DraftKings Network,fast,DraftKingsNetwork.us,DraftKings Network,base-id,61
Dynasty.us@SD,Dynasty,fast,Dynasty.pluto,PLUTO - Dynasty,normalized-base-id,21
EbonyTVbyLionsgate.us@SD,Ebony TV by Lionsgate,fast,EbonyTVbyLionsgate.us,Ebony TV by Lionsgate,base-id,134
EKeepingUp.us@SD,E! Keeping Up,fast,EKeepingUp.us,E! Keeping Up,base-id,119
ElectricNow.us@SD,Electric Now,fast,ElectricNow.us,Electric Now,base-id,84
ESPNDeportes.us@HD,ESPN Deportes HD,sports,ESPNDeportes.us,ESPN Deportes,base-id,120
ESPNews.us@SD,ESPNews,sports,ESPNEWS.us,ESPNEWS,base-id,178
ESPNU.us@HD,ESPNU HD,sports,ESPNU.us,ESPNU,base-id,114
ESPNU.us@SD,ESPNU,sports,ESPNU.us,ESPNU,base-id,114
EstrellaNews.us@SD,Estrella News,fast,EstrellaNews.pluto,PLUTO - Estrella News,normalized-base-id,39
EstrellaTV.us@SD,Estrella TV,fast,EstrellaTV.us,Estrella TV,base-id,102
EWTN.us@English,EWTN,local,EWTN.us,EWTN,base-id,135
F1Channel.ie@US,F1 Channel,sports,F1Channel.us,F1 Channel,playlist-name,110
FailArmy.us@US,Failarmy International,fast,FailArmy.us,FailArmy,base-id,161
FamilyTies.us@SD,Family Ties,fast,FamilyTies.pluto,PLUTO - Family Ties,normalized-base-id,37
FearFactor.us@US,Fear Factor,fast,FearFactor.us,Fear Factor,base-id,89
FeelGoodDrama.us@SD,Feel Good Drama,fast,FeelGoodDrama.pluto,PLUTO - Feel Good Drama,normalized-base-id,21
FIFAPlus.uk@UnitedStates,FIFA+ United States,fast,FIFA+.us,FIFA+,metadata-name,69
FilmRiseAnime.us@SD,FilmRise Anime,fast,FilmRiseAnime.us,FilmRise Anime,base-id,175
FilmRiseClassicTV.us@SD,FilmRise Classic TV,local,FilmRiseClassicTV.us,FilmRise Classic TV,base-id,154
FilmRiseWestern.us@SD,FilmRise Westerns,fast,FilmRiseWestern.us,FilmRise Western,base-id,157
FITE247.us@SD,FITE 24/7,sports,FITE247.us,FITE 24/7,base-id,12
FlicksofFury.us@SD,Flicks of Fury,fast,FlicksofFury.pluto,PLUTO - Flicks of Fury,normalized-base-id,11
ForensicFiles.us@SD,Forensic Files,fast,ForensicFiles.pluto,PLUTO - Forensic Files,normalized-base-id,39
ForeverKids.us@SD,Forever Kids,fast,ForeverKids.pluto,PLUTO - Forever Kids,normalized-base-id,38
Fox.us@East,Fox,local,FoxEast_WNYW.us,Fox East WNYW,regional-feed-id,106
Fox.us@KBSI,FOX 23 Cape Girardeau MO (KBSI-DT1),local,FOXKBSI.us,FOX KBSI Paducah KY,base-feed-id,128
Fox.us@KCPQ,FOX 13 Seattle WA (KCPQ),local,FOXKCPQ.us,FOX KCPQ Seatle Tacoma WA,base-feed-id,106
Fox.us@KDFW,KDFW-DT1,local,FOXKDFW.us,FOX KDFW Dallas FORT WORTH TX,base-feed-id,108
Fox.us@KMPHTV,FOX 26 Visalia CA (KMPH),local,FOXKMPH.us,FOX KMPH Merced-Mariposa CA,base-feed-id,111
Fox.us@KOKHTV,FOX 25 Oklahoma City OK (KOKH),local,FOXKOKH.us,FOX KOKH Oklahoma City OK,base-feed-id,108
Fox.us@KRIV,KRIV-DT1,local,FOXKRIV.us,FOX KRIV HOUSTON TX,base-feed-id,101
Fox.us@KSAZTV,KSAZ-DT1,local,FOXKSAZ.us,FOX KSAZ Phoenix AZ,base-feed-id,120
Fox.us@KTBC,KTBC-DT1,local,FOXKTBC.us,FOX KTBC Austin TX,base-feed-id,96
Fox.us@KTTV,KTTV-DT1,local,FOXKTTV.us,FOX KTTV Los Angeles CA,base-feed-id,110
Fox.us@WBFF,FOX 45 Baltimore MD (WBFF),local,FOXWBFF.us,FOX WBFF Baltimore MD Baltimore MD,base-feed-id,111
Fox.us@West,Fox West,local,FOXWest_KTTV.us,FOX West KTTV,regional-feed-id,110
Fox.us@WFTXTV,WFTX News Fort Myers FL,local,FOXWFTX.us,FOX WFTX Cape Coral Ft. Meyers FL,base-feed-id,121
Fox.us@WFXT,Fox 25 Boston (WFXT-TV),local,FOXWFXT.us,FOX WFXT Boston MA,base-feed-id,98
Fox.us@WHBQTV,WHBQ-DT1,local,FOXWHBQ.us,FOX WHBQ Memphis Jackson TN,base-feed-id,123
Fox.us@WITI,WITI-DT1,local,FOXWITI.us,FOX WITI Milwaukee WI,base-feed-id,104
Fox.us@WJBK,WJBK-DT1,local,FOXWJBK.us,FOX WJBK Detroit MI,base-feed-id,74
Fox.us@WNYW,WNYW-DT1,local,FOXWNYW.us,FOX WNYW NYC NY,base-feed-id,106
Fox.us@WTTG,WTTG-DT1,local,FOXWTTG.us,FOX WTTG Washington DC,base-feed-id,105
Fox.us@WTVT,WTVT-DT1,local,FOXWTVT.us,FOX WTVT Tampa FL,base-feed-id,124
Fox.us@WTXFTV,WTXF-DT1,local,FOXWTXF.us,FOX WTXF Philadelphia PA,base-feed-id,108
Fox.us@WXXVTV,WXXV-TV News (Biloxi MS),local,FOXWXXV.us,FOX WXXV Biloxi Gulfport MS,base-feed-id,122
FoxBusinessNetwork.us@SD,Fox Business Network,main,FoxBusiness.us,Fox Business,metadata-name,210
FoxDeportes.us@SD,Fox Deportes,sports,FoxDeportes.us,Fox Deportes,base-id,155
FoxNewsChannel.us@SD,Fox News Channel,main,FoxNewsChannel.us,Fox News Channel,base-id,154
FoxSoul.us@SD,Fox Soul,local,FOXSOUL.us,FOX SOUL,base-id,113
FoxSports1.us@HD,Fox Sports 1,sports,FoxSports1.us,Fox Sports 1,base-id,104
FoxSports2.us@HD,Fox Sports 2,sports,FoxSports2.us,Fox Sports 2,base-id,102
FoxWeather.us@SD,Fox Weather,fast,FOXWeather.us,FOX Weather,base-id,26
Freeform.us@East,Freeform,main,Freeform.us,Freeform,base-id,157
FreeSpeechTV.us@SD,Free Speech TV,local,FreeSpeechTV.us,Free Speech TV,base-id,65
FTFSports.us@SD,FTF Sports,sports,FTFSports.us,FTF Sports,base-id,72
FuboSportsNetwork.us@SD,fubo Sports Network,fast,fuboSportsNetwork.us,fubo Sports Network,base-id,65
FunnyAF.us@SD,Funny AF,fast,FunnyAF.pluto,PLUTO - Funny AF,normalized-base-id,25
Fuse.us@East,Fuse,local,Fuse.us,Fuse,base-id,121
FX.us@East,FX,main,FX.us,FX,base-id,103
FXX.us@East,FXX,main,FXX.us,FXX,base-id,281
GameShowCentral.us@SD,Game Show Central,fast,GameShowCentral.us,Game Show Central,base-id,183
GameShowNetwork.us@East,Game Show Network East,main,GameShowNetwork.us,Game Show Network,base-id,282
GarfieldandFriends.us@US,Garfield and Friends,fast,GarfieldandFriends.pluto,PLUTO - Garfield and Friends,normalized-base-id,38
